,"POLICY NUMBER","EFFECTIVE DATE","CANCEL DATE","EXPIRATION DATE","GOVERNING CLASS CODE","NAMED INSURED","CARRIER NAME","AGENCY NAME","AGENCY CITY","AGENCY STATE",EMPLOYER,STREET1,STREET2,CITY,STATE,ZIP,COUNTY,PHONE,"# OF EMPLOYEES FOR LOCATION","LOCATION EFFECTIVE DATE","LOCATION CANCEL DATE",NAICS,"WRAP-UP INDICATOR","PEO INDICATOR",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
6308,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"ATLANTIC CABLE SERVICES","450 NW 65TH TER",NA,MARGATE,FL,330635105,BROWARD,NA,15,7/1/19,NA,238210,N,Y,26.234684,-80.211553,1,rooftop,450,"NW 65th Ter","Pompano Beach",FL,"Broward County",33063,US,Broward
6309,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"ATLANTIC RETAIL FLORIDA LLC","1001 N US HIGHWAY ON SUITE 600",NA,JUPITER,FL,33477,"PALM BEACH",NA,5,7/1/19,NA,531210,N,Y,26.920226,-80.076589,0.33,place,,,Jupiter,FL,"Palm Beach County",33477,US,"TIGER/Line® dataset from the US Census Bureau"
6310,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"ATTON HOTELS MIAMI LLC","1500 SW 1ST AVE",NA,MIAMI,FL,331291115,DADE,NA,98,7/1/19,NA,721110,N,Y,25.759959,-80.196985,1,rooftop,1500,"SW 1st Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
6311,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"AUTO TAG AGENCY NO 19 INC","8404 NW 103RD ST STE 1",NA,HIALEAH,FL,330164631,DADE,NA,21,7/1/19,NA,541191,N,Y,25.868881,-80.336235,1,rooftop,8404,"NW 103rd St","Hialeah Gardens",FL,"Miami-Dade County",33016,US,"Miami-Dade County"
6312,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"AVIATION INFALTABLES INC","1655 NW 136TH AVE BLDG M",NA,SUNRISE,FL,333232802,BROWARD,NA,22,7/1/19,NA,326299,N,Y,26.142964,-80.336965,1,rooftop,1655,"NW 136th Ave","Fort Lauderdale",FL,"Broward County",33323,US,Broward
6313,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"AVIATION POWER & MARINE LLC","1811 CORPORATE DR",NA,"BOYNTON BEACH",FL,334266646,"PALM BEACH",5617326000,16,7/1/19,NA,NA,N,Y,26.51193,-80.077956,1,range_interpolation,1811,"Corporate Dr","Boynton Beach",FL,"Palm Beach County",33426,US,"TIGER/Line® dataset from the US Census Bureau"
6314,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"AW REAL ESTATE MANAGEMENT LLC","2801 PGA BLVD STE 220",NA,"PALM BEACH GARD",FL,334102929,"PALM BEACH",NA,7,7/1/19,NA,531312,N,Y,26.845949,-80.076836,1,rooftop,2801,"Pga Blvd","West Palm Beach",FL,"Palm Beach County",33410,US,"Palm Beach County"
6315,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"AWISCO INTERNATIONAL INC","4713 NE 11TH AVE # 4713",NA,"OAKLAND PARK",FL,333343900,BROWARD,NA,2,7/1/19,NA,561492,N,Y,26.185127,-80.133423,1,rooftop,4713,"NE 11th Ave","Fort Lauderdale",FL,"Broward County",33334,US,Broward
6316,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"AXIS HEALTH CARE PARTNERS LLC","306 E HALLANDALE BEACH BLVD",NA,"HALLANDALE BEAC",FL,330095527,BROWARD,NA,3,7/1/19,7/1/19,621493,N,Y,25.985343,-80.145078,1,rooftop,306,"E Hallandale Beach Blvd",Hallandale,FL,"Broward County",33009,US,Broward
6317,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"AZTECA AMERICA INTERNATIONAL DBA","1221 BRICKELL AVE STE 2520",NA,MIAMI,FL,331313231,DADE,NA,4,7/1/19,7/1/19,515120,N,Y,25.761279,-80.191549,1,rooftop,1221,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
6318,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"A1A TRANSPORTATION INC","3951 SW 47TH AVE",NA,DAVIE,FL,333142802,BROWARD,NA,84,7/1/19,7/1/19,485510,N,Y,26.073404,-80.213817,1,rooftop,3951,"SW 47th Ave","Fort Lauderdale",FL,"Broward County",33314,US,Broward
6319,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"B&L MANAGEMENT GROUP CORP","1870 NW SOUTH RIVER DR",NA,MIAMI,FL,331252718,DADE,NA,20,7/1/19,NA,531311,N,Y,25.784362,-80.226093,1,rooftop,1870,"NW South River Dr",Miami,FL,"Miami-Dade County",33125,US,"Miami-Dade County"
6320,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BAL HARBOUR 101 CONDOMINIUM ASSN INC","10155 COLLINS AVE",NA,"BAL HARBOUR",FL,331541655,DADE,3058687616,42,7/1/19,NA,531110,N,Y,25.893232,-80.123084,1,rooftop,10155,"Collins Ave",Surfside,FL,"Miami-Dade County",33154,US,"Miami-Dade County"
6321,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BANCO INTERNACIONAL DE COSTA RICA S A INC","4000 PONCE DE LEON BLVD STE 60",0,"CORAL GABLES",FL,331461434,DADE,NA,36,7/1/19,NA,522293,N,Y,25.734744,-80.258577,1,range_interpolation,4000,"Ponce De Leon Blvd",Miami,FL,"Miami-Dade County",33146,US,"TIGER/Line® dataset from the US Census Bureau"
6322,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BANRISUL MIAMI BRANCH","1390 BRICKELL AVE STE 210",NA,MIAMI,FL,331313322,DADE,NA,5,7/1/19,NA,522110,N,Y,25.76045,-80.192306,1,range_interpolation,1390,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"TIGER/Line® dataset from the US Census Bureau"
6323,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BASS UNITED FIRE & SECURITY SYSTEMS INC","1480 SW 3RD ST STE C-9",NA,"POMPANO BEACH",FL,330693225,BROWARD,9547857800,53,7/1/19,NA,NA,N,Y,26.224841,-80.143595,1,rooftop,1480,"SW 3rd St","Pompano Beach",FL,"Broward County",33069,US,Broward
6324,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BE LIVE TRADING","1111 BRICKELL AVE STE 2803",NA,MIAMI,FL,331313127,DADE,NA,6,7/1/19,NA,561510,N,Y,25.76296,-80.19139,1,rooftop,1111,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,Statewide2
6325,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEACH HOUSE HOTEL LLC","9449 COLLINS AVE",NA,SURFSIDE,FL,331542610,DADE,NA,196,7/1/19,NA,623311,N,Y,25.88432,-80.121944,1,rooftop,9449,"Collins Ave",Surfside,FL,"Miami-Dade County",33154,US,"Miami-Dade County"
6326,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEAD ENTERPRISES BCC LLC","701 S MIAMI AVE UNIT 343B",NA,MIAMI,FL,331301962,DADE,7862083636,12,7/1/19,NA,448310,N,Y,25.76698,-80.192936,1,rooftop,701,"S Miami Ave",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
6327,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEGHELLI INC","3250 CORPORATE WAY",NA,MIRAMAR,FL,330253910,BROWARD,NA,21,7/1/19,NA,424990,N,Y,25.978314,-80.284199,1,rooftop,3250,"Corporate Way",Hollywood,FL,"Broward County",33025,US,Broward
6328,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEHAVIORAL FAMILY SOLUTIONS LLC","8785 SW 165TH AVE STE 104",NA,MIAMI,FL,331935827,DADE,NA,70,7/1/19,NA,621340,N,Y,25.684435,-80.459724,1,rooftop,8785,"SW 165th Ave",Miami,FL,"Miami-Dade County",33193,US,"Miami-Dade County"
6329,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BELL & ROSS INC","605 LINCOLN RD STE 300",NA,"MIAMI BEACH",FL,331392934,DADE,3056722620,21,7/1/19,NA,423940,N,Y,25.790922,-80.134502,1,rooftop,605,"Lincoln Rd","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
6330,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BELLAMI HAIR LLC","111 NE 40TH ST",NA,MIAMI,FL,331373511,DADE,NA,8,7/1/19,NA,424210,N,Y,25.81368,-80.19311,1,rooftop,111,"NE 40th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
6331,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA CHARTER PALM BEACH CHARTER SCHOOL DBA","6501 W SUNRISE BLVD",NA,PLANTATION,FL,333136036,BROWARD,NA,371,7/1/19,NA,611110,N,Y,26.13741,-80.236577,1,rooftop,6501,"W Sunrise Blvd","Fort Lauderdale",FL,"Broward County",33313,US,Broward
6332,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA CHARTER SCHOOL DBA","2620 HOLLYWOOD BLVD",NA,HOLLYWOOD,FL,330204807,BROWARD,NA,371,7/1/19,NA,611110,N,Y,26.009995,-80.159897,1,rooftop,2620,"Hollywood Blvd",Hollywood,FL,"Broward County",33020,US,Broward
6333,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA CHARTER SCHOOL NORTH CAMPUS DBA","11155 SW 112TH AVE",NA,MIAMI,FL,331763251,DADE,NA,371,7/1/19,NA,611110,N,Y,25.665302,-80.373412,1,rooftop,11155,"SW 112th Ave",Miami,FL,"Miami-Dade County",33176,US,"Miami-Dade County"
6334,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA CHARTER SCHOOL NORTH CAMPUS DBA","2650 VAN BUREN ST",NA,HOLLYWOOD,FL,330204818,BROWARD,NA,371,7/1/19,NA,611110,N,Y,26.009486,-80.16092,1,rooftop,2650,"Van Buren St",Hollywood,FL,"Broward County",33020,US,Broward
6335,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA CHARTER SCHOOL NORTH CAMPUS DBA","8600 S JOG RD",NA,"BOYNTON BEACH",FL,334722966,"PALM BEACH",NA,371,7/1/19,NA,611110,N,Y,26.547935,-80.147751,1,rooftop,8600,"S Jog Rd","Cypress Quarters",FL,"Palm Beach County",33472,US,"Palm Beach County"
6336,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA PREPARATORY ACADEMY DBA","6501 W SUNRISE BLVD",NA,PLANTATION,FL,333136036,BROWARD,NA,371,7/1/19,NA,611110,N,Y,26.13741,-80.236577,1,rooftop,6501,"W Sunrise Blvd","Fort Lauderdale",FL,"Broward County",33313,US,Broward
6337,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA PREPARATORY CHARTER HIGH SCHOOL DBA","2620 HOLLYWOOD BLVD",NA,HOLLYWOOD,FL,330204807,BROWARD,NA,371,7/1/19,NA,611110,N,Y,26.009995,-80.159897,1,rooftop,2620,"Hollywood Blvd",Hollywood,FL,"Broward County",33020,US,Broward
6338,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA SOUTH BROWARD DBA","11155 SW 112TH AVE",NA,MIAMI,FL,331763251,DADE,NA,371,7/1/19,NA,611110,N,Y,25.665302,-80.373412,1,rooftop,11155,"SW 112th Ave",Miami,FL,"Miami-Dade County",33176,US,"Miami-Dade County"
6339,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA SOUTH BROWARD DBA","2650 VAN BUREN ST",NA,HOLLYWOOD,FL,330204818,BROWARD,NA,371,7/1/19,NA,611110,N,Y,26.009486,-80.16092,1,rooftop,2650,"Van Buren St",Hollywood,FL,"Broward County",33020,US,Broward
6340,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BEN GAMLA SOUTH BROWARD DBA","8600 S JOG RD",NA,"BOYNTON BEACH",FL,334722966,"PALM BEACH",NA,371,7/1/19,NA,611110,N,Y,26.547935,-80.147751,1,rooftop,8600,"S Jog Rd","Cypress Quarters",FL,"Palm Beach County",33472,US,"Palm Beach County"
6341,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BENQ LATIN AMERICA CORP","8200 NW 33RD ST STE 301",NA,DORAL,FL,331221942,DADE,NA,25,7/1/19,NA,561410,N,Y,25.803279,-80.330028,1,rooftop,8200,"NW 33rd St",Miami,FL,"Miami-Dade County",33122,US,"Miami-Dade County"
6342,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BIDTELLECT INC","777 E ATLANTIC AVE STE 312",NA,"DELRAY BEACH",FL,334835352,"PALM BEACH",NA,41,7/1/19,NA,541840,N,Y,26.462763,-80.065303,1,rooftop,777,"E Atlantic Ave","Delray Beach",FL,"Palm Beach County",33483,US,"Palm Beach County"
6343,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BIRD BOWL INVESTMENTS LLP","9275 SW 40TH ST",NA,MIAMI,FL,331654150,DADE,3052211221,65,7/1/19,NA,713950,N,Y,25.733481,-80.344946,1,rooftop,9275,"SW 40th St",Miami,FL,"Miami-Dade County",33165,US,"Miami-Dade County"
6344,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BISCAYNE BEDDING INTERNATIONAL LLC","3925 E 10TH CT",NA,HIALEAH,FL,330132923,DADE,3056334634,37,7/1/19,NA,337910,N,Y,25.859133,-80.260727,1,rooftop,3925,"E 10th Ct",Hialeah,FL,"Miami-Dade County",33013,US,Statewide2
6345,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BLACKSTONE MERCHANT SERVICES INC","11600 NW 34TH ST",NA,DORAL,FL,331781834,DADE,3056399590,7,7/1/19,7/1/19,561110,N,Y,25.804626,-80.384696,1,rooftop,11600,"NW 34th St",Miami,FL,"Miami-Dade County",33178,US,"Miami-Dade County"
6346,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BONEFISH REALTY MANAGEMENT CO DBA","3390 MARY ST STE 200",NA,"COCONUT GROVE",FL,331335258,DADE,NA,7,7/1/19,NA,531311,N,Y,25.728482,-80.23964,1,rooftop,3390,"Mary St",Miami,FL,"Miami-Dade County",33133,US,"Miami-Dade County"
6347,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BOSEM CORP","1993 NE 148TH ST",NA,"NORTH MIAMI",FL,331811136,DADE,7866938600,17,7/1/19,NA,NA,N,Y,25.912305,-80.159366,1,rooftop,1993,"NE 148th St",Miami,FL,"Miami-Dade County",33181,US,Statewide2
6348,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BOSTWICK DESIGN PARTNERSHIP INC","400 SW 1ST AVE APT 1705",NA,"FT LAUDERDALE",FL,333013490,BROWARD,NA,7,7/1/19,NA,541310,N,Y,26.117552,-80.143905,1,rooftop,400,"SW 1st Ave","Fort Lauderdale",FL,"Broward County",33301,US,"City of Fort Lauderdale"
6349,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRADDOCK METALLURGICAL AEROSPACE SERVICES INC","507 INDUSTRIAL WAY",NA,"BOYNTON BEACH",FL,334268770,"PALM BEACH",NA,12,7/1/19,7/1/19,332811,N,Y,26.557312,-80.071834,1,rooftop,507,"Industrial Way","Boynton Beach",FL,"Palm Beach County",33426,US,"Palm Beach County"
6350,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRAVAR STRATEGIC MANAGEMENT CO","1080 NE LITTLE RIVER DR",NA,MIAMI,FL,331384229,DADE,NA,6,7/1/19,NA,561110,N,Y,25.845672,-80.174271,1,rooftop,1080,"NE Little River Dr","Miami Shores",FL,"Miami-Dade County",33138,US,Statewide2
6351,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRENOCK TECHNOLOGY INC","1666 79TH STREET CSWY STE 405",NA,"NORTH BAY VILLA",FL,331414189,DADE,NA,13,7/1/19,NA,541519,N,Y,25.848313,-80.151138,1,rooftop,1666,"79th Street Cswy","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
6352,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY DUVAL DBA","13300 SW 120TH ST",NA,MIAMI,FL,331866429,DADE,NA,329,7/1/19,NA,611110,N,Y,25.655814,-80.410382,1,rooftop,13300,"SW 120th St",Miami,FL,"Miami-Dade County",33186,US,"Miami-Dade County"
6353,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY DUVAL DBA","621 BEACOM BLVD",NA,MIAMI,FL,331352931,DADE,NA,329,7/1/19,NA,611110,N,Y,25.766448,-80.236621,1,rooftop,621,"Beacom Blvd",Miami,FL,"Miami-Dade County",33135,US,"Miami-Dade County"
6354,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY INC","13300 SW 120TH ST",NA,MIAMI,FL,331866429,DADE,NA,329,7/1/19,NA,611110,N,Y,25.655814,-80.410382,1,rooftop,13300,"SW 120th St",Miami,FL,"Miami-Dade County",33186,US,"Miami-Dade County"
6355,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY INC","621 BEACOM BLVD",NA,MIAMI,FL,331352931,DADE,NA,329,7/1/19,NA,611110,N,Y,25.766448,-80.236621,1,rooftop,621,"Beacom Blvd",Miami,FL,"Miami-Dade County",33135,US,"Miami-Dade County"
6356,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY OF BROWARD DBA","1400 N 46TH AVE",NA,HOLLYWOOD,FL,330214765,BROWARD,NA,75,7/1/19,NA,611110,N,Y,26.022369,-80.18967,1,rooftop,1400,"N 46th Ave",Hollywood,FL,"Broward County",33021,US,Broward
6357,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY OF GREATER MIAMI DBA","137 NE 19TH ST",NA,MIAMI,FL,331321010,DADE,NA,329,7/1/19,NA,611110,N,Y,25.795015,-80.191617,1,rooftop,137,"NE 19th St",Miami,FL,"Miami-Dade County",33132,US,"Miami-Dade County"
6358,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY OF GREATER MIAMI DBA","9095 SW 87TH AVE STE 501",NA,MIAMI,FL,331762310,DADE,NA,76,7/1/19,NA,611110,N,Y,25.685136,-80.335271,1,rooftop,9095,"SW 87th Ave",Miami,FL,"Miami-Dade County",33176,US,Statewide2
6359,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY OF INTERAMERICAN DBA","13300 SW 120TH ST",NA,MIAMI,FL,331866429,DADE,NA,329,7/1/19,NA,611110,N,Y,25.655814,-80.410382,1,rooftop,13300,"SW 120th St",Miami,FL,"Miami-Dade County",33186,US,"Miami-Dade County"
6360,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY OF INTERAMERICAN DBA","621 BEACOM BLVD",NA,MIAMI,FL,331352931,DADE,NA,329,7/1/19,NA,611110,N,Y,25.766448,-80.236621,1,rooftop,621,"Beacom Blvd",Miami,FL,"Miami-Dade County",33135,US,"Miami-Dade County"
6361,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY OF RIVERVIE DBA","13300 SW 120TH ST",NA,MIAMI,FL,331866429,DADE,NA,18,7/1/19,NA,611110,N,Y,25.655814,-80.410382,1,rooftop,13300,"SW 120th St",Miami,FL,"Miami-Dade County",33186,US,"Miami-Dade County"
6362,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY OF VILLAGE GREEN DBA","137 NE 19TH ST",NA,MIAMI,FL,331321010,DADE,NA,329,7/1/19,NA,611110,N,Y,25.795015,-80.191617,1,rooftop,137,"NE 19th St",Miami,FL,"Miami-Dade County",33132,US,"Miami-Dade County"
6363,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP ACADEMY OF VILLAGE GREEN DBA","9095 SW 87TH AVE STE 501",NA,MIAMI,FL,331762310,DADE,NA,76,7/1/19,NA,611110,N,Y,25.685136,-80.335271,1,rooftop,9095,"SW 87th Ave",Miami,FL,"Miami-Dade County",33176,US,Statewide2
6364,WC080371933,7/1/19,NA,7/1/20,8868,"ADP TOTAL SOURCE INC","ILLINOIS NATIONAL INSURANCE CO","AON RISK SERVICES INC OF FLORI",MIAMI,FL,"BRIDGEPREP CHARTER ACADEMY OF PALM BEACH INC","14205 LYONS RD",NA,"DELRAY BEACH",FL,33446,"PALM BEACH",NA,22,7/1/19,NA,611110,N,Y,26.449911,-80.187856,0.6,street_center,,"Lyons Rd","Delray Beach",FL,"Palm Beach County",33446,US,"TIGER/Line® dataset from the US Census Bureau"
